pattern,unique_membership_queries,membership_queries,equivalence_queries,precision,recall,f1
(b(((b*)(a|ε))*)),161,161,3,1.0,1.0,1.0
(b(((b*)(b|ε))*)),73,73,2,1.0,1.0,1.0
(b(((b*)(a*))*)),80,80,2,1.0,1.0,1.0
(b(((b*)(b*))*)),73,73,2,1.0,1.0,1.0
(((a|a)*)(a|a)),76,76,2,1.0,1.0,1.0
(((a|a)*)(a|b)),76,76,2,1.0,1.0,1.0
(((a|a)*)(b|a)),76,76,2,1.0,1.0,1.0
(((a|a)*)(b|b)),87,87,2,0,0,0
(((a|b)*)(a|a)),35,35,1,1.0,1.0,1.0
(((a|b)*)(a|b)),35,35,1,1.0,1.0,1.0
(((a|b)*)(b|a)),35,35,1,1.0,1.0,1.0
(((a|b)*)(b|b)),35,35,1,1.0,1.0,1.0
(((a|(a|a))*)(a|ε)),76,76,2,1.0,1.0,1.0
(((a|(a|a))*)(b|ε)),87,87,2,0,0,0
(((a|(a|a))*)(a*)),35,35,1,1.0,1.0,1.0
(((a|(a|a))*)(b*)),76,76,2,1.0,1.0,1.0
(((a|(a|b))*)(a|ε)),35,35,1,1.0,1.0,1.0
(((a|(a|b))*)(b|ε)),35,35,1,1.0,1.0,1.0
(((a|(a|b))*)(a*)),33,33,1,1.0,1.0,1.0
(((a|(a|b))*)(b*)),33,33,1,1.0,1.0,1.0
(((a|(b|a))*)(a|ε)),35,35,1,1.0,1.0,1.0
(((a|(b|a))*)(b|ε)),35,35,1,1.0,1.0,1.0
(((a|(b|a))*)(a*)),33,33,1,1.0,1.0,1.0
(((a|(b|a))*)(b*)),33,33,1,1.0,1.0,1.0
(((a|(b|b))*)(a|ε)),35,35,1,1.0,1.0,1.0
(((a|(b|b))*)(b|ε)),35,35,1,1.0,1.0,1.0
(((a|(b|b))*)(a*)),33,33,1,1.0,1.0,1.0
(((a|(b|b))*)(b*)),33,33,1,1.0,1.0,1.0
(((a|(a*))*)a),76,76,2,1.0,1.0,1.0
(((a|(a*))*)b),87,87,2,0,0,0
(((a|(b*))*)a),35,35,1,1.0,1.0,1.0
(((a|(b*))*)b),35,35,1,1.0,1.0,1.0
(((b|a)*)(a|a)),35,35,1,1.0,1.0,1.0
(((b|a)*)(a|b)),35,35,1,1.0,1.0,1.0
(((b|a)*)(b|a)),35,35,1,1.0,1.0,1.0
(((b|a)*)(b|b)),35,35,1,1.0,1.0,1.0
(((b|b)*)(a|a)),76,76,2,0,0,0
(((b|b)*)(a|b)),77,77,2,1.0,1.0,1.0
(((b|b)*)(b|a)),77,77,2,1.0,1.0,1.0
(((b|b)*)(b|b)),73,73,2,1.0,1.0,1.0
(((b|(a|a))*)(a|ε)),35,35,1,1.0,1.0,1.0
(((b|(a|a))*)(b|ε)),35,35,1,1.0,1.0,1.0
(((b|(a|a))*)(a*)),33,33,1,1.0,1.0,1.0
(((b|(a|a))*)(b*)),33,33,1,1.0,1.0,1.0
(((b|(a|b))*)(a|ε)),35,35,1,1.0,1.0,1.0
(((b|(a|b))*)(b|ε)),35,35,1,1.0,1.0,1.0
(((b|(a|b))*)(a*)),33,33,1,1.0,1.0,1.0
(((b|(a|b))*)(b*)),33,33,1,1.0,1.0,1.0
(((b|(b|a))*)(a|ε)),35,35,1,1.0,1.0,1.0
(((b|(b|a))*)(b|ε)),35,35,1,1.0,1.0,1.0
(((b|(b|a))*)(a*)),33,33,1,1.0,1.0,1.0
(((b|(b|a))*)(b*)),33,33,1,1.0,1.0,1.0
(((b|(b|b))*)(a|ε)),76,76,2,0,0,0
(((b|(b|b))*)(b|ε)),73,73,2,1.0,1.0,1.0
(((b|(b|b))*)(a*)),76,76,2,1.0,1.0,1.0
(((b|(b|b))*)(b*)),35,35,1,1.0,1.0,1.0
(((b|(a*))*)a),35,35,1,1.0,1.0,1.0
(((b|(a*))*)b),35,35,1,1.0,1.0,1.0
(((b|(b*))*)a),76,76,2,0,0,0
(((b|(b*))*)b),73,73,2,1.0,1.0,1.0
((((a*)|(a*))*)(a|ε)),76,76,2,1.0,1.0,1.0
((((a*)|(a*))*)(b|ε)),87,87,2,0,0,0
((((a*)|(a*))*)(a*)),35,35,1,1.0,1.0,1.0
((((a*)|(a*))*)(b*)),76,76,2,1.0,1.0,1.0
((((a*)|(b*))*)(a|ε)),35,35,1,1.0,1.0,1.0
((((a*)|(b*))*)(b|ε)),35,35,1,1.0,1.0,1.0
((((a*)|(b*))*)(a*)),33,33,1,1.0,1.0,1.0
((((a*)|(b*))*)(b*)),33,33,1,1.0,1.0,1.0
((((b*)|(a*))*)(a|ε)),35,35,1,1.0,1.0,1.0
((((b*)|(a*))*)(b|ε)),35,35,1,1.0,1.0,1.0
((((b*)|(a*))*)(a*)),33,33,1,1.0,1.0,1.0
((((b*)|(a*))*)(b*)),33,33,1,1.0,1.0,1.0
((((b*)|(b*))*)(a|ε)),76,76,2,0,0,0
((((b*)|(b*))*)(b|ε)),73,73,2,1.0,1.0,1.0
((((b*)|(b*))*)(a*)),76,76,2,1.0,1.0,1.0
((((b*)|(b*))*)(b*)),35,35,1,1.0,1.0,1.0
((a*)((a|(a|a))|ε)),76,76,2,1.0,1.0,1.0
((a*)((a|(a|b))|ε)),76,76,2,1.0,1.0,1.0
((a*)((a|(b|a))|ε)),76,76,2,1.0,1.0,1.0
((a*)((a|(b|b))|ε)),76,76,2,1.0,1.0,1.0
((a*)((b|(a|a))|ε)),76,76,2,1.0,1.0,1.0
((a*)((b|(a|b))|ε)),76,76,2,1.0,1.0,1.0
((a*)((b|(b|a))|ε)),76,76,2,1.0,1.0,1.0
((a*)((b|(b|b))|ε)),87,87,2,0,0,0
((a*)(((a*)|(a*))|ε)),35,35,1,1.0,1.0,1.0
((a*)(((a*)|(b*))|ε)),76,76,2,1.0,1.0,1.0
((a*)(((b*)|(a*))|ε)),76,76,2,1.0,1.0,1.0
((a*)(((b*)|(b*))|ε)),76,76,2,1.0,1.0,1.0
((a*)(((a|ε)a)|ε)),33,33,1,0,0.0,0
((a*)(((a|ε)b)|ε)),33,33,1,0,0,0
((a*)(((b|ε)a)|ε)),33,33,1,0,0.0,0
((a*)(((b|ε)b)|ε)),33,33,1,0,0,0
((a*)((a(a|ε))|ε)),33,33,1,0,0.0,0
((a*)((a(b|ε))|ε)),33,33,1,0,0,0
((a*)((a(a*))|ε)),76,76,2,1.0,1.0,1.0
((a*)((a(b*))|ε)),76,76,2,1.0,1.0,1.0
((a*)((b(a|ε))|ε)),33,33,1,0,0.0,0
((a*)((b(b|ε))|ε)),33,33,1,0,0,0
((a*)((b(a*))|ε)),80,80,2,1.0,1.0,1.0
((a*)((b(b*))|ε)),73,73,2,1.0,1.0,1.0
((a*)(((a*)a)|ε)),76,76,2,1.0,1.0,1.0
((a*)(((a*)b)|ε)),87,87,2,0,0,0
((a*)(((b*)a)|ε)),95,95,2,1.0,1.0,1.0
((a*)(((b*)b)|ε)),73,73,2,1.0,1.0,1.0
((a*)(a|(a*))),35,35,1,1.0,1.0,1.0
((a*)(a|(b*))),76,76,2,1.0,1.0,1.0
((a*)(b|(a*))),76,76,2,1.0,1.0,1.0
((a*)(b|(b*))),76,76,2,1.0,1.0,1.0
((a*)((a|(a|a))*)),35,35,1,1.0,1.0,1.0
((a*)((a|(a|b))*)),33,33,1,1.0,1.0,1.0
((a*)((a|(b|a))*)),33,33,1,1.0,1.0,1.0
((a*)((a|(b|b))*)),33,33,1,1.0,1.0,1.0
((a*)((b|(a|a))*)),33,33,1,1.0,1.0,1.0
((a*)((b|(a|b))*)),33,33,1,1.0,1.0,1.0
((a*)((b|(b|a))*)),33,33,1,1.0,1.0,1.0
((a*)((b|(b|b))*)),76,76,2,1.0,1.0,1.0
((a*)(((a*)|(a*))*)),35,35,1,1.0,1.0,1.0
((a*)(((a*)|(b*))*)),33,33,1,1.0,1.0,1.0
((a*)(((b*)|(a*))*)),33,33,1,1.0,1.0,1.0
((a*)(((b*)|(b*))*)),76,76,2,1.0,1.0,1.0
((a*)(((a|ε)a)*)),35,35,1,1.0,1.0,1.0
((a*)(((a|ε)b)*)),118,118,2,1.0,1.0,1.0
((a*)(((b|ε)a)*)),80,80,2,1.0,1.0,1.0
((a*)(((b|ε)b)*)),157,157,3,1.0,1.0,1.0
((a*)((a(a|ε))*)),35,35,1,1.0,1.0,1.0
((a*)((a(b|ε))*)),118,118,2,1.0,1.0,1.0
((a*)((a(a*))*)),35,35,1,1.0,1.0,1.0
((a*)((a(b*))*)),80,80,2,1.0,1.0,1.0
((a*)((b(a|ε))*)),80,80,2,1.0,1.0,1.0
((a*)((b(b|ε))*)),157,157,3,1.0,1.0,1.0
((a*)((b(a*))*)),33,33,1,1.0,1.0,1.0
((a*)((b(b*))*)),76,76,2,1.0,1.0,1.0
((a*)(((a*)a)*)),35,35,1,1.0,1.0,1.0
((a*)(((a*)b)*)),76,76,2,1.0,1.0,1.0
((a*)(((b*)a)*)),35,35,1,1.0,1.0,1.0
((a*)(((b*)b)*)),76,76,2,1.0,1.0,1.0
((b*)((a|(a|a))|ε)),76,76,2,0,0,0
((b*)((a|(a|b))|ε)),77,77,2,1.0,1.0,1.0
((b*)((a|(b|a))|ε)),77,77,2,1.0,1.0,1.0
((b*)((a|(b|b))|ε)),77,77,2,1.0,1.0,1.0
((b*)((b|(a|a))|ε)),77,77,2,1.0,1.0,1.0
((b*)((b|(a|b))|ε)),77,77,2,1.0,1.0,1.0
((b*)((b|(b|a))|ε)),77,77,2,1.0,1.0,1.0
((b*)((b|(b|b))|ε)),73,73,2,1.0,1.0,1.0
((b*)(((a*)|(a*))|ε)),76,76,2,1.0,1.0,1.0
((b*)(((a*)|(b*))|ε)),76,76,2,1.0,1.0,1.0
((b*)(((b*)|(a*))|ε)),76,76,2,1.0,1.0,1.0
((b*)(((b*)|(b*))|ε)),35,35,1,1.0,1.0,1.0
((b*)(((a|ε)a)|ε)),147,147,3,1.0,1.0,1.0
((b*)(((a|ε)b)|ε)),33,33,1,0,0,0
((b*)(((b|ε)a)|ε)),33,33,1,0,0,0
((b*)(((b|ε)b)|ε)),33,33,1,0,0.0,0
((b*)((a(a|ε))|ε)),147,147,3,1.0,1.0,1.0
((b*)((a(b|ε))|ε)),33,33,1,0,0,0
((b*)((a(a*))|ε)),76,76,2,1.0,1.0,1.0
((b*)((a(b*))|ε)),76,76,2,1.0,1.0,1.0
((b*)((b(a|ε))|ε)),33,33,1,0,0,0
((b*)((b(b|ε))|ε)),33,33,1,0,0.0,0
((b*)((b(a*))|ε)),84,84,2,1.0,1.0,1.0
((b*)((b(b*))|ε)),73,73,2,1.0,1.0,1.0
((b*)(((a*)a)|ε)),76,76,2,1.0,1.0,1.0
((b*)(((a*)b)|ε)),90,90,2,1.0,1.0,1.0
((b*)(((b*)a)|ε)),76,76,2,0,0,0
((b*)(((b*)b)|ε)),73,73,2,1.0,1.0,1.0
((b*)(a|(a*))),76,76,2,1.0,1.0,1.0
((b*)(a|(b*))),76,76,2,1.0,1.0,1.0
((b*)(b|(a*))),76,76,2,1.0,1.0,1.0
((b*)(b|(b*))),35,35,1,1.0,1.0,1.0
((b*)((a|(a|a))*)),76,76,2,1.0,1.0,1.0
((b*)((a|(a|b))*)),33,33,1,1.0,1.0,1.0
((b*)((a|(b|a))*)),33,33,1,1.0,1.0,1.0
((b*)((a|(b|b))*)),33,33,1,1.0,1.0,1.0
((b*)((b|(a|a))*)),33,33,1,1.0,1.0,1.0
((b*)((b|(a|b))*)),33,33,1,1.0,1.0,1.0
((b*)((b|(b|a))*)),33,33,1,1.0,1.0,1.0
((b*)((b|(b|b))*)),35,35,1,1.0,1.0,1.0
((b*)(((a*)|(a*))*)),76,76,2,1.0,1.0,1.0
((b*)(((a*)|(b*))*)),33,33,1,1.0,1.0,1.0
((b*)(((b*)|(a*))*)),33,33,1,1.0,1.0,1.0
((b*)(((b*)|(b*))*)),35,35,1,1.0,1.0,1.0
((b*)(((a|ε)a)*)),141,141,3,1.0,1.0,1.0
((b*)(((a|ε)b)*)),77,77,2,1.0,1.0,1.0
((b*)(((b|ε)a)*)),35,35,1,1.0,1.0,1.0
((b*)(((b|ε)b)*)),35,35,1,1.0,1.0,1.0
((b*)((a(a|ε))*)),141,141,3,1.0,1.0,1.0
((b*)((a(b|ε))*)),77,77,2,1.0,1.0,1.0
((b*)((a(a*))*)),76,76,2,1.0,1.0,1.0
((b*)((a(b*))*)),33,33,1,1.0,1.0,1.0
((b*)((b(a|ε))*)),35,35,1,1.0,1.0,1.0
((b*)((b(b|ε))*)),35,35,1,1.0,1.0,1.0
((b*)((b(a*))*)),77,77,2,1.0,1.0,1.0
((b*)((b(b*))*)),35,35,1,1.0,1.0,1.0
((b*)(((a*)a)*)),76,76,2,1.0,1.0,1.0
((b*)(((a*)b)*)),35,35,1,1.0,1.0,1.0
((b*)(((b*)a)*)),73,73,2,1.0,1.0,1.0
((b*)(((b*)b)*)),35,35,1,1.0,1.0,1.0
((((a|ε)(a|ε))*)a),76,76,2,1.0,1.0,1.0
((((a|ε)(a|ε))*)b),110,110,2,0,0,0
((((a|ε)(b|ε))*)a),76,76,2,0,0,0
((((a|ε)(b|ε))*)b),110,110,2,1.0,1.0,1.0
((((a|ε)a)*)(a|ε)),76,76,2,1.0,1.0,1.0
((((a|ε)a)*)(b|ε)),110,110,2,0,0,0
((((a|ε)a)*)(a*)),35,35,1,1.0,1.0,1.0
((((a|ε)a)*)(b*)),96,96,2,1.0,1.0,1.0
((((a|ε)b)*)(a|ε)),76,76,2,0,0,0
((((a|ε)b)*)(b|ε)),110,110,2,1.0,1.0,1.0
((((a|ε)b)*)(a*)),35,35,1,1.0,0.3333333333333333,0.5
((((a|ε)b)*)(b*)),96,96,2,1.0,1.0,1.0
((((a|ε)(a*))*)a),76,76,2,1.0,1.0,1.0
((((a|ε)(a*))*)b),87,87,2,0,0,0
((((a|ε)(b*))*)a),169,169,3,1.0,1.0,1.0
((((a|ε)(b*))*)b),173,173,3,1.0,1.0,1.0
((((b|ε)(a|ε))*)a),76,76,2,0,0.0,0
((((b|ε)(a|ε))*)b),87,87,2,0,0,0
((((b|ε)(b|ε))*)a),76,76,2,0,0,0
((((b|ε)(b|ε))*)b),87,87,2,1.0,1.0,1.0
((((b|ε)a)*)(a|ε)),76,76,2,0,0.0,0
((((b|ε)a)*)(b|ε)),87,87,2,0,0,0
((((b|ε)a)*)(a*)),101,101,2,1.0,1.0,1.0
((((b|ε)a)*)(b*)),35,35,1,1.0,1.0,1.0
((((b|ε)b)*)(a|ε)),76,76,2,0,0,0
((((b|ε)b)*)(b|ε)),87,87,2,1.0,1.0,1.0
((((b|ε)b)*)(a*)),103,103,2,1.0,1.0,1.0
((((b|ε)b)*)(b*)),35,35,1,1.0,1.0,1.0
((((b|ε)(a*))*)a),161,161,3,1.0,1.0,1.0
((((b|ε)(a*))*)b),170,170,3,1.0,1.0,1.0
((((b|ε)(b*))*)a),76,76,2,0,0,0
((((b|ε)(b*))*)b),73,73,2,1.0,1.0,1.0
(((a(a|ε))*)(a|ε)),76,76,2,1.0,1.0,1.0
(((a(a|ε))*)(b|ε)),110,110,2,0,0,0
(((a(a|ε))*)(a*)),35,35,1,1.0,1.0,1.0
(((a(a|ε))*)(b*)),96,96,2,1.0,1.0,1.0
(((a(b|ε))*)(a|ε)),76,76,2,0,0,0
(((a(b|ε))*)(b|ε)),110,110,2,1.0,1.0,1.0
(((a(b|ε))*)(a*)),35,35,1,1.0,0.3333333333333333,0.5
(((a(b|ε))*)(b*)),96,96,2,1.0,1.0,1.0
(((a(a*))*)(a|ε)),76,76,2,1.0,1.0,1.0
(((a(a*))*)(b|ε)),87,87,2,0,0,0
(((a(a*))*)(a*)),35,35,1,1.0,1.0,1.0
(((a(a*))*)(b*)),76,76,2,1.0,1.0,1.0
(((a(b*))*)(a|ε)),169,169,3,1.0,1.0,1.0
(((a(b*))*)(b|ε)),173,173,3,1.0,1.0,1.0
(((a(b*))*)(a*)),80,80,2,1.0,1.0,1.0
(((a(b*))*)(b*)),146,146,3,1.0,1.0,1.0
(((b(a|ε))*)(a|ε)),76,76,2,0,0.0,0
(((b(a|ε))*)(b|ε)),87,87,2,0,0,0
(((b(a|ε))*)(a*)),101,101,2,1.0,1.0,1.0
(((b(a|ε))*)(b*)),35,35,1,1.0,1.0,1.0
(((b(b|ε))*)(a|ε)),76,76,2,0,0,0
(((b(b|ε))*)(b|ε)),87,87,2,1.0,1.0,1.0
(((b(b|ε))*)(a*)),103,103,2,1.0,1.0,1.0
(((b(b|ε))*)(b*)),35,35,1,1.0,1.0,1.0
(((b(a*))*)(a|ε)),161,161,3,1.0,1.0,1.0
(((b(a*))*)(b|ε)),170,170,3,1.0,1.0,1.0
(((b(a*))*)(a*)),145,145,3,1.0,1.0,1.0
(((b(a*))*)(b*)),77,77,2,1.0,1.0,1.0
(((b(b*))*)(a|ε)),76,76,2,0,0,0
(((b(b*))*)(b|ε)),73,73,2,1.0,1.0,1.0
(((b(b*))*)(a*)),76,76,2,1.0,1.0,1.0
(((b(b*))*)(b*)),35,35,1,1.0,1.0,1.0
((((a*)(a|ε))*)a),76,76,2,1.0,1.0,1.0
((((a*)(a|ε))*)b),87,87,2,0,0,0
((((a*)(b|ε))*)a),94,94,2,1.0,1.0,1.0
((((a*)(b|ε))*)b),87,87,2,1.0,1.0,1.0
((((a*)a)*)(a|ε)),76,76,2,1.0,1.0,1.0
((((a*)a)*)(b|ε)),87,87,2,0,0,0
((((a*)a)*)(a*)),35,35,1,1.0,1.0,1.0
((((a*)a)*)(b*)),76,76,2,1.0,1.0,1.0
((((a*)b)*)(a|ε)),94,94,2,1.0,1.0,1.0
((((a*)b)*)(b|ε)),87,87,2,1.0,1.0,1.0
((((a*)b)*)(a*)),33,33,1,1.0,1.0,1.0
((((a*)b)*)(b*)),35,35,1,1.0,1.0,1.0
((((a*)(a*))*)a),76,76,2,1.0,1.0,1.0
((((a*)(a*))*)b),87,87,2,0,0,0
((((a*)(b*))*)a),35,35,1,1.0,1.0,1.0
((((a*)(b*))*)b),35,35,1,1.0,1.0,1.0
((((b*)(a|ε))*)a),76,76,2,1.0,1.0,1.0
((((b*)(a|ε))*)b),77,77,2,1.0,1.0,1.0
((((b*)(b|ε))*)a),76,76,2,0,0,0
((((b*)(b|ε))*)b),73,73,2,1.0,1.0,1.0
((((b*)a)*)(a|ε)),76,76,2,1.0,1.0,1.0
((((b*)a)*)(b|ε)),77,77,2,1.0,1.0,1.0
((((b*)a)*)(a*)),35,35,1,1.0,1.0,1.0
((((b*)a)*)(b*)),33,33,1,1.0,1.0,1.0
((((b*)b)*)(a|ε)),76,76,2,0,0,0
((((b*)b)*)(b|ε)),73,73,2,1.0,1.0,1.0
((((b*)b)*)(a*)),76,76,2,1.0,1.0,1.0
((((b*)b)*)(b*)),35,35,1,1.0,1.0,1.0
((((b*)(a*))*)a),35,35,1,1.0,1.0,1.0
((((b*)(a*))*)b),35,35,1,1.0,1.0,1.0
((((b*)(b*))*)a),76,76,2,0,0,0
((((b*)(b*))*)b),73,73,2,1.0,1.0,1.0
(((a|a)|ε)(aa)),33,33,1,0,0.0,0
(((a|a)|ε)(ab)),33,33,1,0,0,0
(((a|a)|ε)(ba)),33,33,1,0,0,0
(((a|a)|ε)(bb)),33,33,1,0,0,0
(((a|b)|ε)(aa)),33,33,1,0,0.0,0
(((a|b)|ε)(ab)),33,33,1,0,0,0
(((a|b)|ε)(ba)),33,33,1,0,0,0
(((a|b)|ε)(bb)),33,33,1,0,0,0
(((b|a)|ε)(aa)),33,33,1,0,0.0,0
(((b|a)|ε)(ab)),33,33,1,0,0,0
(((b|a)|ε)(ba)),33,33,1,0,0,0
(((b|a)|ε)(bb)),33,33,1,0,0,0
(((b|b)|ε)(aa)),33,33,1,0,0,0
(((b|b)|ε)(ab)),33,33,1,0,0,0
(((b|b)|ε)(ba)),33,33,1,0,0,0
(((b|b)|ε)(bb)),33,33,1,0,0,0
((a|ε)((a|a)a)),33,33,1,0,0.0,0
((a|ε)((a|a)b)),33,33,1,0,0,0
((a|ε)((a|b)a)),33,33,1,0,0.0,0
((a|ε)((a|b)b)),33,33,1,0,0,0
((a|ε)((b|a)a)),33,33,1,0,0.0,0
((a|ε)((b|a)b)),33,33,1,0,0,0
((a|ε)((b|b)a)),33,33,1,0,0,0
((a|ε)((b|b)b)),33,33,1,0,0,0
((a|ε)(a(a|a))),33,33,1,0,0.0,0
((a|ε)(a(a|b))),33,33,1,0,0.0,0
((a|ε)(a(b|a))),33,33,1,0,0.0,0
((a|ε)(a(b|b))),33,33,1,0,0,0
((a|ε)(b(a|a))),33,33,1,0,0,0
((a|ε)(b(a|b))),33,33,1,0,0,0
((a|ε)(b(b|a))),33,33,1,0,0,0
((a|ε)(b(b|b))),33,33,1,0,0,0
((a|ε)(a(aa))),33,33,1,0,0,0
((a|ε)(a(ab))),33,33,1,0,0,0
((a|ε)(a(ba))),33,33,1,0,0,0
((a|ε)(a(bb))),33,33,1,0,0,0
((a|ε)(b(aa))),33,33,1,0,0,0
((a|ε)(b(ab))),33,33,1,0,0,0
((a|ε)(b(ba))),33,33,1,0,0,0
((a|ε)(b(bb))),33,33,1,0,0,0
((b|ε)((a|a)a)),33,33,1,0,0,0
((b|ε)((a|a)b)),33,33,1,0,0,0
((b|ε)((a|b)a)),33,33,1,0,0,0
((b|ε)((a|b)b)),33,33,1,0,0,0
((b|ε)((b|a)a)),33,33,1,0,0,0
((b|ε)((b|a)b)),33,33,1,0,0,0
((b|ε)((b|b)a)),33,33,1,0,0,0
((b|ε)((b|b)b)),33,33,1,0,0,0
((b|ε)(a(a|a))),33,33,1,0,0,0
((b|ε)(a(a|b))),33,33,1,0,0,0
((b|ε)(a(b|a))),33,33,1,0,0,0
((b|ε)(a(b|b))),33,33,1,0,0,0
((b|ε)(b(a|a))),33,33,1,0,0,0
((b|ε)(b(a|b))),33,33,1,0,0,0
((b|ε)(b(b|a))),33,33,1,0,0,0
((b|ε)(b(b|b))),33,33,1,0,0,0
((b|ε)(a(aa))),33,33,1,0,0,0
((b|ε)(a(ab))),33,33,1,0,0,0
((b|ε)(a(ba))),33,33,1,0,0,0
((b|ε)(a(bb))),33,33,1,0,0,0
((b|ε)(b(aa))),33,33,1,0,0,0
((b|ε)(b(ab))),33,33,1,0,0,0
((b|ε)(b(ba))),33,33,1,0,0,0
((b|ε)(b(bb))),33,33,1,0,0,0
((a|a)((a|ε)a)),33,33,1,0,0.0,0
((a|a)((a|ε)b)),33,33,1,0,0,0
((a|a)((b|ε)a)),33,33,1,0,0,0
((a|a)((b|ε)b)),33,33,1,0,0,0
((a|a)(a(a|ε))),33,33,1,0,0.0,0
((a|a)(a(b|ε))),33,33,1,0,0,0
((a|a)(a(a*))),33,33,1,0,0.0,0
((a|a)(a(b*))),33,33,1,0,0,0
((a|a)(b(a|ε))),33,33,1,0,0,0
((a|a)(b(b|ε))),33,33,1,0,0,0
((a|a)(b(a*))),33,33,1,0,0,0
((a|a)(b(b*))),33,33,1,0,0.0,0
((a|a)((a*)a)),33,33,1,0,0.0,0
((a|a)((a*)b)),33,33,1,0,0,0
((a|a)((b*)a)),33,33,1,0,0.0,0
((a|a)((b*)b)),33,33,1,0,0.0,0
((a|b)((a|ε)a)),33,33,1,0,0.0,0
((a|b)((a|ε)b)),33,33,1,0,0,0
((a|b)((b|ε)a)),33,33,1,0,0,0
((a|b)((b|ε)b)),33,33,1,0,0,0
((a|b)(a(a|ε))),33,33,1,0,0.0,0
((a|b)(a(b|ε))),33,33,1,0,0,0
((a|b)(a(a*))),33,33,1,0,0.0,0
((a|b)(a(b*))),33,33,1,0,0,0
((a|b)(b(a|ε))),33,33,1,0,0,0
((a|b)(b(b|ε))),33,33,1,0,0,0
((a|b)(b(a*))),33,33,1,0,0,0
((a|b)(b(b*))),33,33,1,0,0.0,0
((a|b)((a*)a)),33,33,1,0,0.0,0
((a|b)((a*)b)),33,33,1,0,0.0,0
((a|b)((b*)a)),33,33,1,0,0.0,0
((a|b)((b*)b)),33,33,1,0,0.0,0
((b|a)((a|ε)a)),33,33,1,0,0.0,0
((b|a)((a|ε)b)),33,33,1,0,0,0
((b|a)((b|ε)a)),33,33,1,0,0,0
((b|a)((b|ε)b)),33,33,1,0,0,0
((b|a)(a(a|ε))),33,33,1,0,0.0,0
((b|a)(a(b|ε))),33,33,1,0,0,0
((b|a)(a(a*))),33,33,1,0,0.0,0
((b|a)(a(b*))),33,33,1,0,0,0
((b|a)(b(a|ε))),33,33,1,0,0,0
((b|a)(b(b|ε))),33,33,1,0,0,0
((b|a)(b(a*))),33,33,1,0,0,0
((b|a)(b(b*))),33,33,1,0,0.0,0
((b|a)((a*)a)),33,33,1,0,0.0,0
((b|a)((a*)b)),33,33,1,0,0.0,0
((b|a)((b*)a)),33,33,1,0,0.0,0
((b|a)((b*)b)),33,33,1,0,0.0,0
((b|b)((a|ε)a)),33,33,1,0,0,0
((b|b)((a|ε)b)),33,33,1,0,0,0
((b|b)((b|ε)a)),33,33,1,0,0,0
((b|b)((b|ε)b)),33,33,1,0,0,0
((b|b)(a(a|ε))),33,33,1,0,0,0
((b|b)(a(b|ε))),33,33,1,0,0,0
((b|b)(a(a*))),33,33,1,0,0.0,0
((b|b)(a(b*))),33,33,1,0,0,0
((b|b)(b(a|ε))),33,33,1,0,0,0
((b|b)(b(b|ε))),33,33,1,0,0,0
((b|b)(b(a*))),33,33,1,0,0,0
((b|b)(b(b*))),33,33,1,0,0.0,0
((b|b)((a*)a)),33,33,1,0,0.0,0
((b|b)((a*)b)),33,33,1,0,0.0,0
((b|b)((b*)a)),33,33,1,0,0,0
((b|b)((b*)b)),33,33,1,0,0.0,0
(a(((a|a)|ε)a)),33,33,1,0,0.0,0
(a(((a|a)|ε)b)),33,33,1,0,0,0
(a(((a|b)|ε)a)),33,33,1,0,0.0,0
(a(((a|b)|ε)b)),33,33,1,0,0,0
(a(((b|a)|ε)a)),33,33,1,0,0.0,0
(a(((b|a)|ε)b)),33,33,1,0,0,0
(a(((b|b)|ε)a)),33,33,1,0,0,0
(a(((b|b)|ε)b)),33,33,1,0,0,0
(a((a|ε)(a|a))),33,33,1,0,0.0,0
(a((a|ε)(a|b))),33,33,1,0,0.0,0
(a((a|ε)(b|a))),33,33,1,0,0.0,0
(a((a|ε)(b|b))),33,33,1,0,0,0
(a((b|ε)(a|a))),33,33,1,0,0,0
(a((b|ε)(a|b))),33,33,1,0,0,0
(a((b|ε)(b|a))),33,33,1,0,0,0
(a((b|ε)(b|b))),33,33,1,0,0,0
(a((a|a)(a|ε))),33,33,1,0,0.0,0
(a((a|a)(b|ε))),33,33,1,0,0,0
(a((a|a)(a*))),33,33,1,0,0.0,0
(a((a|a)(b*))),33,33,1,0,0,0
(a((a|b)(a|ε))),33,33,1,0,0.0,0
(a((a|b)(b|ε))),33,33,1,0,0,0
(a((a|b)(a*))),33,33,1,0,0.0,0
(a((a|b)(b*))),33,33,1,0,0.0,0
(a((b|a)(a|ε))),33,33,1,0,0.0,0
(a((b|a)(b|ε))),33,33,1,0,0,0
(a((b|a)(a*))),33,33,1,0,0.0,0
(a((b|a)(b*))),33,33,1,0,0.0,0
(a((b|b)(a|ε))),33,33,1,0,0,0
(a((b|b)(b|ε))),33,33,1,0,0,0
(a((b|b)(a*))),33,33,1,0,0,0
(a((b|b)(b*))),33,33,1,0,0.0,0
(a(a((a|a)|ε))),33,33,1,0,0.0,0
(a(a((a|b)|ε))),33,33,1,0,0.0,0
(a(a((b|a)|ε))),33,33,1,0,0.0,0
(a(a((b|b)|ε))),33,33,1,0,0,0
(a(a((a|a)*))),33,33,1,0,0.0,0
(a(a((a|b)*))),160,160,3,1.0,1.0,1.0
